_id_transferencias,class,"data.co2","data.humidity","data.room_temp","data.surf_temp",hub,node,time
6360dc6a3736f2c2b990c89d,4405,,43.4,21.4,19.39,000FF001,131334,2022-11-01T09:44:26.313102
6360dc6b3736f2c2b990c89e,4405,,41.2,21.1,18.85,000FF001,131332,2022-11-01T09:44:27.206846
6360dcd93736f2c2b990c89f,4405,,49.2,19.8,17.63,000FF001,65793,2022-11-01T09:46:17.489612
6360dcdb3736f2c2b990c8a0,4405,,15.00,21.3,19.23,000FF001,131333,2022-11-01T09:46:19.339770
6360dd333736f2c2b990c8a1,4405,490,38.64,25.14,,000FF001,65799,2022-11-01T09:47:47.447147
6360dd523736f2c2b990c8a2,4405,,45.00,20.7,19.19,000FF001,65794,2022-11-01T09:48:18.960692
6360dd7e3736f2c2b990c8a3,4405,,39.3,21.1,19.17,000FF001,65795,2022-11-01T09:49:02.921843
6360dd9a3736f2c2b990c8a4,4405,,43.3,21.4,19.39,000FF001,131334,2022-11-01T09:49:30.362006
6360dd9b3736f2c2b990c8a5,4405,,41.2,21.00,18.85,000FF001,131332,2022-11-01T09:49:31.051149
6360de093736f2c2b990c8a6,4405,,15.00,21.3,19.19,000FF001,131333,2022-11-01T09:51:21.500038
6360de093736f2c2b990c8a7,4405,,49.1,19.9,17.67,000FF001,65793,2022-11-01T09:51:21.550014
6360de813736f2c2b990c8a8,4405,,44.8,20.6,19.23,000FF001,65794,2022-11-01T09:53:21.035765
6360de843736f2c2b990c8a9,4405,493,38.64,25.12,,000FF001,65799,2022-11-01T09:53:24.116288
6360deae3736f2c2b990c8aa,4405,,39.1,21.1,19.19,000FF001,65795,2022-11-01T09:54:06.772224
6360deca3736f2c2b990c8ab,4405,,43.3,21.4,19.39,000FF001,131334,2022-11-01T09:54:34.399385
6360deca3736f2c2b990c8ac,4405,,41.3,21.00,18.87,000FF001,131332,2022-11-01T09:54:34.895794
6360df373736f2c2b990c8ad,4405,,15.00,21.3,19.23,000FF001,131333,2022-11-01T09:56:23.662736
6360df393736f2c2b990c8ae,4405,,48.9,20.00,17.73,000FF001,65793,2022-11-01T09:56:25.611843
6360dfaf3736f2c2b990c8af,4405,,45.00,20.8,19.29,000FF001,65794,2022-11-01T09:58:23.118175
6360dfd43736f2c2b990c8b0,4405,491,38.56,25.12,,000FF001,65799,2022-11-01T09:59:00.893344
6360dfde3736f2c2b990c8b1,4405,,39.00,21.2,19.23,000FF001,65795,2022-11-01T09:59:10.622731
6360dffa3736f2c2b990c8b2,4405,,43.3,21.4,19.41,000FF001,131334,2022-11-01T09:59:38.441290
6360dffa3736f2c2b990c8b3,4405,,41.3,21.1,18.85,000FF001,131332,2022-11-01T09:59:38.740780
