"_id_transferencias","class","data.co2","data.humidity","data.room_temp","data.surf_temp","hub","node","time"
"63615eb13736f2c2b990cbb1","4405","","13.70","21.50","19.51","000FF001","131333","2022-11-01T19:00:17.175783"
"63615ede3736f2c2b990cbb2","4405","","37.80","21.90","20.11","000FF001","65795","2022-11-01T19:01:02.728973"
"63615efa3736f2c2b990cbb3","4405","","40.10","21.30","19.13","000FF001","131332","2022-11-01T19:01:30.170910"
"63615f0f3736f2c2b990cbb4","4405","","42.50","21.70","19.71","000FF001","131334","2022-11-01T19:01:51.116869"
"63615f203736f2c2b990cbb5","4405","","43.30","21.80","20.15","000FF001","65794","2022-11-01T19:02:08.208106"
"63615f523736f2c2b990cbb6","4405","446","36.14","26.55","","000FF001","65799","2022-11-01T19:02:58.565931"
"63615f813736f2c2b990cbb7","4405","","45.00","21.70","20.61","000FF001","65793","2022-11-01T19:03:45.358349"
"63615fdf3736f2c2b990cbb8","4405","","13.70","21.50","19.47","000FF001","131333","2022-11-01T19:05:19.336457"
"6361600e3736f2c2b990cbb9","4405","","37.90","21.90","20.01","000FF001","65795","2022-11-01T19:06:06.581794"
"6361602a3736f2c2b990cbba","4405","","40.20","21.30","19.09","000FF001","131332","2022-11-01T19:06:34.015184"
"6361603f3736f2c2b990cbbb","4405","","42.40","21.60","19.63","000FF001","131334","2022-11-01T19:06:55.160841"
"6361604e3736f2c2b990cbbc","4405","","43.40","21.80","20.15","000FF001","65794","2022-11-01T19:07:10.298025"
"636160a23736f2c2b990cbbd","4405","452","36.18","26.49","","000FF001","65799","2022-11-01T19:08:34.970418"
"636160b13736f2c2b990cbbe","4405","","45.00","21.60","20.55","000FF001","65793","2022-11-01T19:08:49.426501"
"6361610d3736f2c2b990cbbf","4405","","13.70","21.50","19.57","000FF001","131333","2022-11-01T19:10:21.497147"
"6361613e3736f2c2b990cbc0","4405","","37.90","21.80","19.99","000FF001","65795","2022-11-01T19:11:10.431488"
"636161593736f2c2b990cbc1","4405","","40.30","21.40","19.13","000FF001","131332","2022-11-01T19:11:37.861002"
"6361616f3736f2c2b990cbc2","4405","","42.40","21.70","19.63","000FF001","131334","2022-11-01T19:11:59.204481"
"6361617c3736f2c2b990cbc3","4405","","43.40","21.80","20.11","000FF001","65794","2022-11-01T19:12:12.377615"
"636161e13736f2c2b990cbc4","4405","","45.20","21.60","20.51","000FF001","65793","2022-11-01T19:13:53.497845"
"636161f33736f2c2b990cbc5","4405","450","36.21","26.51","","000FF001","65799","2022-11-01T19:14:11.409122"
"6361623b3736f2c2b990cbc6","4405","","13.70","21.50","19.47","000FF001","131333","2022-11-01T19:15:23.659020"
"6361626e3736f2c2b990cbc7","4405","","37.80","21.90","19.95","000FF001","65795","2022-11-01T19:16:14.283360"
"636162893736f2c2b990cbc8","4405","","40.30","21.40","19.17","000FF001","131332","2022-11-01T19:16:41.705687"
"6361629f3736f2c2b990cbc9","4405","","42.40","21.60","19.71","000FF001","131334","2022-11-01T19:17:03.247076"
"636162aa3736f2c2b990cbca","4405","","43.50","21.80","20.15","000FF001","65794","2022-11-01T19:17:14.463354"
"636163113736f2c2b990cbcb","4405","","45.30","21.50","20.45","000FF001","65793","2022-11-01T19:18:57.572205"
"636163433736f2c2b990cbcc","4405","450","36.28","26.46","","000FF001","65799","2022-11-01T19:19:47.910261"
"636163693736f2c2b990cbcd","4405","","13.70","21.50","19.41","000FF001","131333","2022-11-01T19:20:25.821878"
"6361639e3736f2c2b990cbce","4405","","37.90","21.90","19.99","000FF001","65795","2022-11-01T19:21:18.135441"
"636163b93736f2c2b990cbcf","4405","","40.20","21.30","19.09","000FF001","131332","2022-11-01T19:21:45.551665"
