"_id_transferencias","class","data.co2","data.humidity","data.room_temp","data.surf_temp","hub","node","time"
"636118d73736f2c2b990c9fc","4405","","37.50","22.00","20.15","000FF001","65795","2022-11-01T14:02:15.483303"
"636118f33736f2c2b990c9fd","4405","","40.10","21.60","19.33","000FF001","131332","2022-11-01T14:02:43.297123"
"636118fc3736f2c2b990c9fe","4405","","42.50","22.00","19.83","000FF001","131334","2022-11-01T14:02:52.520409"
"6361190d3736f2c2b990c9ff","4405","","13.20","22.00","19.73","000FF001","131333","2022-11-01T14:03:09.595076"
"6361196c3736f2c2b990ca00","4405","","43.20","23.10","18.49","000FF001","65793","2022-11-01T14:04:44.886592"
"636119813736f2c2b990ca01","4405","","44.20","21.30","19.51","000FF001","65794","2022-11-01T14:05:05.130618"
"636119b33736f2c2b990ca02","4405","457","37.51","25.63","","000FF001","65799","2022-11-01T14:05:55.415043"
"63611a073736f2c2b990ca03","4405","","37.40","21.90","20.15","000FF001","65795","2022-11-01T14:07:19.329064"
"63611a233736f2c2b990ca04","4405","","40.00","21.60","19.35","000FF001","131332","2022-11-01T14:07:47.142664"
"63611a2c3736f2c2b990ca05","4405","","42.50","22.00","19.89","000FF001","131334","2022-11-01T14:07:56.566799"
"63611a3b3736f2c2b990ca06","4405","","13.20","22.00","19.61","000FF001","131333","2022-11-01T14:08:11.757514"
"63611a9c3736f2c2b990ca07","4405","","44.70","22.60","18.49","000FF001","65793","2022-11-01T14:09:48.953522"
"63611aaf3736f2c2b990ca08","4405","","44.00","21.00","19.57","000FF001","65794","2022-11-01T14:10:07.210989"
"63611b043736f2c2b990ca09","4405","460","37.52","25.60","","000FF001","65799","2022-11-01T14:11:32.004828"
"63611b373736f2c2b990ca0a","4405","","37.30","21.90","20.11","000FF001","65795","2022-11-01T14:12:23.180008"
"63611b523736f2c2b990ca0b","4405","","40.10","21.60","19.39","000FF001","131332","2022-11-01T14:12:50.989230"
"63611b5c3736f2c2b990ca0c","4405","","42.40","22.00","19.93","000FF001","131334","2022-11-01T14:13:00.609645"
"63611b693736f2c2b990ca0d","4405","","13.10","22.00","19.71","000FF001","131333","2022-11-01T14:13:13.920277"
"63611bcd3736f2c2b990ca0e","4405","","44.80","22.40","18.55","000FF001","65793","2022-11-01T14:14:53.023549"
"63611bdd3736f2c2b990ca0f","4405","","44.10","21.10","19.51","000FF001","65794","2022-11-01T14:15:09.292058"
"63611c543736f2c2b990ca10","4405","462","37.53","25.60","","000FF001","65799","2022-11-01T14:17:08.573695"
"63611c673736f2c2b990ca11","4405","","37.20","21.80","20.05","000FF001","65795","2022-11-01T14:17:27.031921"
"63611c823736f2c2b990ca12","4405","","40.10","21.50","19.33","000FF001","131332","2022-11-01T14:17:54.834259"
"63611c8c3736f2c2b990ca13","4405","","42.40","21.90","19.83","000FF001","131334","2022-11-01T14:18:04.653148"
"63611c983736f2c2b990ca14","4405","","13.20","22.00","19.73","000FF001","131333","2022-11-01T14:18:16.082254"
"63611cfd3736f2c2b990ca15","4405","","44.80","22.30","18.53","000FF001","65793","2022-11-01T14:19:57.096658"
"63611d0b3736f2c2b990ca16","4405","","44.20","21.20","19.51","000FF001","65794","2022-11-01T14:20:11.376155"
"63611d963736f2c2b990ca17","4405","","37.20","21.70","20.09","000FF001","65795","2022-11-01T14:22:30.881850"
"63611da53736f2c2b990ca18","4405","456","37.65","25.55","","000FF001","65799","2022-11-01T14:22:45.243774"
"63611db23736f2c2b990ca19","4405","","40.10","21.50","19.39","000FF001","131332","2022-11-01T14:22:58.679700"
"63611dbc3736f2c2b990ca1a","4405","","42.40","21.90","19.87","000FF001","131334","2022-11-01T14:23:08.696910"
"63611dc63736f2c2b990ca1b","4405","","13.10","22.00","19.71","000FF001","131333","2022-11-01T14:23:18.243863"
"63611e2d3736f2c2b990ca1c","4405","","45.00","22.30","18.53","000FF001","65793","2022-11-01T14:25:01.170361"
"63611e393736f2c2b990ca1d","4405","","44.30","21.40","19.55","000FF001","65794","2022-11-01T14:25:13.457451"
"63611ec63736f2c2b990ca1e","4405","","37.20","22.00","19.99","000FF001","65795","2022-11-01T14:27:34.732699"
"63611ee23736f2c2b990ca1f","4405","","40.10","21.50","19.35","000FF001","131332","2022-11-01T14:28:02.524275"
"63611eec3736f2c2b990ca20","4405","","42.30","21.90","19.93","000FF001","131334","2022-11-01T14:28:12.739420"
"63611ef43736f2c2b990ca21","4405","","13.20","22.00","19.71","000FF001","131333","2022-11-01T14:28:20.405048"
"63611ef53736f2c2b990ca22","4405","455","37.56","25.60","","000FF001","65799","2022-11-01T14:28:21.811164"
"63611f5d3736f2c2b990ca23","4405","","45.20","22.30","18.49","000FF001","65793","2022-11-01T14:30:05.232942"
"63611f673736f2c2b990ca24","4405","","44.10","21.20","19.51","000FF001","65794","2022-11-01T14:30:15.539355"
"63611ff63736f2c2b990ca25","4405","","37.20","22.00","20.11","000FF001","65795","2022-11-01T14:32:38.584014"
"636120123736f2c2b990ca26","4405","","40.10","21.50","19.41","000FF001","131332","2022-11-01T14:33:06.368163"
"6361201c3736f2c2b990ca27","4405","","42.40","22.00","19.87","000FF001","131334","2022-11-01T14:33:16.782800"
"636120223736f2c2b990ca28","4405","","13.10","22.00","19.77","000FF001","131333","2022-11-01T14:33:22.567666"
"636120463736f2c2b990ca29","4405","461","37.48","25.62","","000FF001","65799","2022-11-01T14:33:58.413356"
"6361208d3736f2c2b990ca2a","4405","","44.70","22.50","18.55","000FF001","65793","2022-11-01T14:35:09.305229"
"636120953736f2c2b990ca2b","4405","","44.10","21.20","19.51","000FF001","65794","2022-11-01T14:35:17.621319"
"636121263736f2c2b990ca2c","4405","","37.30","21.90","20.09","000FF001","65795","2022-11-01T14:37:42.436933"
"636121423736f2c2b990ca2d","4405","","40.20","21.60","19.45","000FF001","131332","2022-11-01T14:38:10.211979"
"6361214c3736f2c2b990ca2e","4405","","42.30","21.90","19.87","000FF001","131334","2022-11-01T14:38:20.829230"
"636121503736f2c2b990ca2f","4405","","13.10","22.00","19.73","000FF001","131333","2022-11-01T14:38:24.731724"
"636121973736f2c2b990ca30","4405","467","37.50","25.63","","000FF001","65799","2022-11-01T14:39:34.993680"
"636121bd3736f2c2b990ca31","4405","","43.30","23.30","18.55","000FF001","65793","2022-11-01T14:40:13.376607"
"636121c33736f2c2b990ca32","4405","","44.10","21.30","19.51","000FF001","65794","2022-11-01T14:40:19.705982"
"636122563736f2c2b990ca33","4405","","37.30","21.90","20.11","000FF001","65795","2022-11-01T14:42:46.288841"
"636122723736f2c2b990ca34","4405","","40.10","21.60","19.41","000FF001","131332","2022-11-01T14:43:14.057333"
"6361227c3736f2c2b990ca35","4405","","42.30","22.00","19.87","000FF001","131334","2022-11-01T14:43:24.870284"
"6361227e3736f2c2b990ca36","4405","","13.00","22.00","19.77","000FF001","131333","2022-11-01T14:43:26.892273"
"636122e73736f2c2b990ca37","4405","466","37.36","25.69","","000FF001","65799","2022-11-01T14:45:11.640385"
"636122ed3736f2c2b990ca38","4405","","43.40","23.00","18.59","000FF001","65793","2022-11-01T14:45:17.445947"
"636122f13736f2c2b990ca39","4405","","44.10","21.30","19.55","000FF001","65794","2022-11-01T14:45:21.787753"
"636123863736f2c2b990ca3a","4405","","37.30","21.90","20.09","000FF001","65795","2022-11-01T14:47:50.138844"
"636123a13736f2c2b990ca3b","4405","","40.10","21.60","19.39","000FF001","131332","2022-11-01T14:48:17.903762"
"636123ac3736f2c2b990ca3c","4405","","42.30","22.00","19.83","000FF001","131334","2022-11-01T14:48:28.915073"
"636123ad3736f2c2b990ca3d","4405","","13.10","22.00","19.73","000FF001","131333","2022-11-01T14:48:29.054879"
"6361241d3736f2c2b990ca3e","4405","","44.00","22.70","18.55","000FF001","65793","2022-11-01T14:50:21.519488"
"6361241f3736f2c2b990ca3f","4405","","43.90","21.10","19.67","000FF001","65794","2022-11-01T14:50:23.869862"
"636124383736f2c2b990ca40","4405","470","37.46","25.63","","000FF001","65799","2022-11-01T14:50:48.260220"
"636124b53736f2c2b990ca41","4405","","37.30","21.90","20.15","000FF001","65795","2022-11-01T14:52:53.990282"
"636124d13736f2c2b990ca42","4405","","40.00","21.50","19.39","000FF001","131332","2022-11-01T14:53:21.747798"
"636124db3736f2c2b990ca43","4405","","13.10","22.00","19.77","000FF001","131333","2022-11-01T14:53:31.217187"
"636124dc3736f2c2b990ca44","4405","","42.30","22.00","19.89","000FF001","131334","2022-11-01T14:53:32.959974"
"6361254d3736f2c2b990ca45","4405","","43.90","23.00","18.71","000FF001","65793","2022-11-01T14:55:25.596896"
"6361254d3736f2c2b990ca46","4405","","44.00","21.20","19.61","000FF001","65794","2022-11-01T14:55:25.952281"
"636125893736f2c2b990ca47","4405","466","36.82","26.01","","000FF001","65799","2022-11-01T14:56:25.000336"
"636125e53736f2c2b990ca48","4405","","37.40","21.90","20.11","000FF001","65795","2022-11-01T14:57:57.842334"
"636126013736f2c2b990ca49","4405","","40.00","21.60","19.41","000FF001","131332","2022-11-01T14:58:25.593957"
"636126093736f2c2b990ca4a","4405","","13.10","22.00","19.71","000FF001","131333","2022-11-01T14:58:33.380721"
"6361260d3736f2c2b990ca4b","4405","","42.30","22.00","19.83","000FF001","131334","2022-11-01T14:58:37.005480"
"6361267c3736f2c2b990ca4c","4405","","43.90","21.40","19.61","000FF001","65794","2022-11-01T15:00:28.037757"
"6361267d3736f2c2b990ca4d","4405","","42.40","24.10","18.81","000FF001","65793","2022-11-01T15:00:29.665163"
